source,added,keep,name,search_ddg_tmp,party,gender,dep17,mandates,twitter,description,city,dept,geo,notes,notes_url,flag_collected_31_may_2019,EM_zone,EM_career,id,statuses,followers,created,last_tweeted
PS_2017-06-381,2017-06,yes,Clémentine Audrey SIMONNET,,DVG-PRG,f,,"Cdd17, ",ca_simonnet,Engagée pour une gauche pragmatique // Candidate #PRG #PS #circo7705 #SeineEtMarne // Secrétaire générale @JeunesRadicauxG,,77,y,"PRG, supported by PS",,TRUE,,,,,,,
PS_2017-06-382,2017-06,no,Martial SOUVERAIN,,PS,m,,"Cdd17, ",,,,77,y,,,FALSE,,,,,,,
PS_2017-06-383,2017-06,yes,Stéphane JABUT,,PS,m,,"Cdd17, Conseiller municipal",stephanejabut,"Candidat du PS #legislatives2017 avec Sylvie Hennequin suppléante. Élu Dammartin-en-Goële, Maire 2012/2014, 1er Adj. 2008/2012 #Jabut2017 #circo7707",Dammartin,77,y,,,TRUE,,,,,,,
PS_2017-06-384,2017-06,yes,Eduardo RIHAN CYPEL,,PS,m,,"Cdd17, Député",rihan_cypel,Député de Seine-et-Marne - Secrétaire national du PS chargé des Relations avec le Parlement - Capitaine de l'Équipe de France des Députés,Bussy Torcy Marne-la-Vallée,77,y,,,TRUE,,,,,,,
PS_2017-06-385,2017-06,yes,Monique DELESSARD,,PS,f,,"Cdd17, Maire",mdelessard2014,Maire @Pontault-Combault candidate #municipales2014 @ensemblepourpontaultcombault militante @partisocialiste,pontault-combault,77,y,,,TRUE,,,,,,,
PS_2017-06-386,2017-06,yes,Jean-Claude HUSSON,https://duckduckgo.com/?q=Jean-Claude+HUSSON+twitter,PS,m,,"Cdd17, Maire",husson2017,Maire de Saint-Arnoult-en-Yvelines #circo7810,Saint-Arnoult-en-Yvelines,78,y,,,FALSE,,,,,,,
Twitter,2017-06,yes,Jean-Claude HUSSON,,PS,m,,"Cdd17, Maire",jchusson,Maire de Saint Arnoult en Yvelines Président de l'UDESRY,Saint-Arnoult-en-Yvelines,78,y,,,TRUE,,,,,,,
PS_2017-06-387,2017-06,yes,Charlotte ROSSETTINI,,PS,f,,"Cdd17, ",charlotterosse5,militante PS 🌹 et L214 Seul on va plus vite mais ensemble on va plus loin,Versailles,78,y,,,TRUE,,,,,,,
PS_2017-06-388,2017-06,yes,Benoît HAMON,,PS,m,,"Cdd17, ",benoithamon,Ancien ministre de l'@EducationFrance-Ancien ministre délégué à l'#ESS et à la consommation,Trappes,78,y,,,TRUE,,,,,,,
PS_2017-06-389,2017-06,yes,Marie-Noelle BAS,,PS,f,,"Cdd17, ",marienoellebas,"#jesuischarlie, indignée et en colère mais toujours debout contre toutes les intolérances et les injustices",,78,y,,,TRUE,,,,,,,
PS_2017-06-390,2017-06,"no, ambiguous identity",Tanguy RUELLAN,,EELV,m,,"Cdd17, ",tanguyruellan,,Versailles,78,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-391,2017-06,yes,Nicolas HUE,,PS,m,,"Cdd17, Conseiller municipal",huenicolas78,"Conseiller municipal des Clayes sous Bois, Conseiller communautaire de la Communauté de Commune de l'Ouest Parisien",Clayes sous Bois,78,y,,,TRUE,,,,,,,
PS_2017-06-392,2017-06,yes,Monika BELALA,,PS,f,,"Cdd17, Conseiller municipal",belala2017,Elections #législatives 2017 - 4è circo des #Yvelines - Pour une France solidaire ! Monika Belala (titulaire) & Pascal Leprêtre (suppléant) - PS-PRG #circo7804,Houilles,78,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Monika BELALA,,PS,f,,"Cdd17, Conseiller municipa",monika_belala,"Conseillère Municipale Houilles, Conseillère Communautaire Saint Germain Boucles de Seine",Houilles,,y,,,TRUE,,,,,,,
PS_2017-06-393,2017-06,no,Isabelle AMAGLIO-TERISSE,,DVG-PRG,f,,"Cdd17, ",,,,78,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-394,2017-06,no,Josiane DUPÉ-SUAREZ,,FDG,f,,"Cdd17, ",,,,78,y,"PCF, supported by PS",,FALSE,,,,,,,
PS_2017-06-395,2017-06,yes,Ghislaine SENÉE,,EELV,f,,"Cdd17, Maire, Conseiller régional",ghislainesenee,Maire d'Evecquemont. Conseillère régionale @EELV_crIdF. Candidate écologiste sur la #circo7807.,Evecquemont,78,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-396,2017-06,no,Françoise DESCAMPS CROSNIER,,PS,f,,"Cdd17, ",,,,78,y,,,FALSE,,,,,,,
PS_2017-06-397,2017-06,yes,Ali MOHAMMAD,,PS,m,,"Cdd17, ",amohammad78,, Les Mureaux,78,y,,,TRUE,,,,,,,
PS_2017-06-398,2017-06,yes,Elodie TRUONG,,PS,f,,"Cdd17, ",elodietruong,Candidate aux #Legislatives2017 - 1ère Circonscription des #DeuxSevres,,79,y,,,TRUE,,,,,,,
PS_2017-06-399,2017-06,yes,Delphine BATHO,,PS,f,1,"Cdd17, Député",delphinebatho,"Députée des Deux-Sèvres, Ex-Ministre de l'Ecologie, du Développement durable et de l'Energie",,79,y,,,TRUE,,,,,,,
PS_2017-06-400,2017-06,yes,Marc BONNEAU,,PS,m,,"Cdd17, Conseiller municipal",marc_bonneau,"Elu #Bressuire (Jeunesse, Accessibilité, Handicap) & #Agglo2B (Ruralité, Transport, Santé). Orga FestivalOFF.", Bressuire,79,y,,,TRUE,,,,,,,
PS_2017-06-401,2017-06,yes,Pascale BOISTARD,,PS,f,,"Cdd17, ",pascaleboistard,ex-députée de la #Somme et sec d'Etat aux droits des femmes puis des pers âgées. femme politique de #gauche (PS),Amiens,80,y,,,TRUE,,,,,,,
PS_2017-06-402,2017-06,yes,Philippe CASIER,,PS,m,,"Cdd17, Conseiller départemental",philippecasier,Principal de collège. Conseiller départemental d'Amiens Sud-Est - Cagny - Boves. Candidat de la gauche rassemblée sur la #Circo8002 avec @benlucas80,Amiens,80,y,,,TRUE,,,,,,,
PS_2017-06-403,2017-06,no,Arnaud PETIT,,FDG,m,,"Cdd17, ",,,,80,y,"PCF, supported by PS",,FALSE,,,,,,,
PS_2017-06-404,2017-06,yes,Elodie HEREN- EELV,,PS,f,,"Cdd17, ",elodieheren,candidate #législatives2017. Faire vivre l'écologie et la solidarité sur la 4eme circonscription de la Somme.,,80,y,,,TRUE,,,,,,,
PS_2017-06-405,2017-06,no,Valérie ROUSSEL,,FDG,f,,"Cdd17, ",,,,80,y,"PCF, supported by PS",,FALSE,,,,,,,
PS_2017-06-406,2017-06,yes,Patrice BEDIER,,PS,m,,"Cdd17, ",patricebedier,,,81,y,,,TRUE,,,,,,,
PS_2017-06-407,2017-06,yes,Claire FITA,,PS,f,,"Cdd17, Conseiller régional, Conseiller municipal",claire_fita,Conseillère régionale de la @regionLRMP / conseillère municipale de #Graulhet et communautaire de @Tarn_et_Dadou,Graulhet,81,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Claire FITA,,PS,f,,"Cdd17, Conseiller régional, Conseiller municipal",clairefita2017,,Graulhet,81,y,,,TRUE,,,,,,,
PS_2017-06-408,2017-06,yes,Linda GOURJADE,,PS,f,,"Cdd17, Député",linda_gourjade,Députée du Tarn - Membre de la Commission des Affaires étrangères https://www.facebook.com/lindagourjade/ ,,81,y,,,TRUE,,,,,,,
PS_2017-06-409,2017-06,yes,Valérie RABAULT,,PS,f,,"Cdd17, Député",valerie_rabault,"Députée de Tarn-et-Garonne (1ère circonscription, Montauban) #Circo8201, Rapporteure du budget à l'Assemblée nationale",Lafrançaise,82,y,,,TRUE,,,,,,,
PS_2017-06-410,2017-06,yes,Sylvia PINEL,,DVG-PRG,f,,"Cdd17, Député , Vice-Président de Conseil Régional",sylviapinel,"Ancienne Ministre Présidente du @PartiRadicalG Députée, 1ère vice-présidente de la Région Occitanie. Candidate aux élections législatives",,82,y,"PRG, supported by PS",,TRUE,,,,,,,
PS_2017-06-411,2017-06,no,Jean-Laurent FELIZIA,,EELV,m,,"Cdd17, ",,,,83,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-412,2017-06,yes,Insaf REZAGUI,https://duckduckgo.com/?q=Insaf+REZAGUI+twitter,PS,f,,"Cdd17, ",rezagui2017,Compte officiel pour suivre la campagne de notre candidate Insaf Rezagui et le suppléant Abdellah Elyahiaoui - Élections législatives 5e circonscription du Var.,Fréjus,83,y,,,FALSE,,,,,,,
Twitter,2017-06,yes,Insaf REZAGUI,,PS,f,,"Cdd17, ",insafrez,Étudiante en Master 2 Droit international public,Aix-en-Provence,83,y,,,TRUE,,,,,,,
PS_2017-06-413,2017-06,no,Cécile LAUBLET,,PS,f,,"Cdd17, ",,,,83,y,,,FALSE,,,,,,,
PS_2017-06-414,2017-06,yes,Denise REVERDITO,,EELV,f,,"Cdd17, Maire adjoint",denisereverdito,"3° Adjointe au Maire La Seyne sur Mer EELV - Adj à l'Aménagement Durable du Territoire - Maîtrise des énergies - Espaces Verts, Naturels, Agricoles, Forestiers.", La Seyne sur Mer,83,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-415,2017-06,yes,Sophie GOY,,DVG,f,,"Cdd17, Conseiller municipal",sopgoy,#UDE conseillére nationale chargée des fédérations FRONT DEMOCRATE conseillere nationale chargée fédérations Conseillére municipale MARSEILLE,Marseille,83,y,"UDE, supported by PS",,TRUE,,,,,,,
PS_2017-06-416,2017-06,yes,Christine LAGRANGE,,PS,f,,"Cdd17, Maire adjoint, Conseiller communautaire",lagrange2017,Candidate aux élections législatives de juin 2017 #circo8401 - Adjointe au Maire d'@Avignon & conseillère communautaire au @GrandAvignon #Lagrange2017,Avignon,84,y,,,TRUE,,,,,,,
PS_2017-06-417,2017-06,yes,Philippe BATOUX,,PS,m,,"Cdd17, ",philippebatoux,Militant socialiste depuis 1983. Maire de Mérindol et Vice président de la CCPLD jusqu'en mars 2014.Mandataire pour le 84 de À Gauche Pour Gagner.,Mérindol ,84,y,,,TRUE,,,,,,,
PS_2017-06-418,2017-06,no,Marlène THIBAUD,,PS,f,,"Cdd17, ",,,,84,y,,,FALSE,,,,,,,
PS_2017-06-419,2017-06,no,Luc REYNARD,,DVG-PRG,m,,"Cdd17, ",,,,84,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-420,2017-06,yes,Cécile DREURE,,PS,f,,"Cdd17, Maire adjoint, Conseiller communautaire",cdreure,Adjointe au Maire #Dompierre-sur-Yon - Conseillère communautaire #RocheAgglo -Candidate PS à l'élection législative 1ère circonscription Vendée #dreure2017,Dompierre-sur-Yon,85,y,,,TRUE,,,,,,,
PS_2017-06-421,2017-06,yes,Sylviane BULTEAU,,PS,f,,"Cdd17, Conseiller départemental",sylvianebulteau,Députée. Conseillère départementale de la #Vendée. Secrétaire nationale du Parti socialiste http://www.facebook.com/sylvianebulteau ,,85,y,,,TRUE,,,,,,,
PS_2017-06-422,2017-06,yes,Anthony PITALIER,,PS,m,,"Cdd17, ",apitalier,Candidat aux élections législatives sur la 3ème circonscription de la Vendée (Vendée littorale) #UneVoixPourVousDéfendre,,85,y,,,TRUE,,,,,,,
PS_2017-06-423,2017-06,yes,Hugues FOURAGE,,PS,m,,"Cdd17, Député",huguesfourage,"Députe du Sud #Vendée candidat #circo8505 #législatives2017 porte parole du groupe SER à @AssembleeNat , @socialistesAN #reformateur", Fontenay-le-Comte,85,y,,,TRUE,,,,,,,
PS_2017-06-424,2017-06,yes,Xavier Moinier,,PS,m,,"Cdd17, Conseiller municipal",xaviermoinier,Conseiller Municipal Sèvres Anxaumont Ancien Conseiller Général Président de l'UDESR 86,,86,y,,,TRUE,,,,,,,
PS_2017-06-425,2017-06,yes,Patricia PERSICO,,PS,f,,"Cdd17, Maire adjoint",persicopatricia,"Candidate #législatives2017 #circo8602 Femme de gauche, PS, pour une politique progressiste, sociale et écologiste Adjointe au Maire, commerce & tourisme", Poitiers,86,y,,,TRUE,,,,,,,
PS_2017-06-426,2017-06,yes,Véronique MASSONNEAU,,DVG,f,,"Cdd17, ",vmassonneau,, Châtellerault,86,y,"UDE, supported by PS",,TRUE,,,,,,,
PS_2017-06-427,2017-06,yes,Laurent LAFAYE,,PS,m,,"Cdd17, Maire adjoint, Vice-Président de Conseil Départemental",laurentlafaye87,VP @hautevienne_dep •1er adj au Maire #Feytiat •prof histoire géographie collège F Roz #Limoges •candidat PS législatives 1ère circonscription #hautevienne,Feytiat,87,y,,,TRUE,,,,,,,
PS_2017-06-428,2017-06,yes,Annick MORIZIO,https://duckduckgo.com/?q=Annick+MORIZIO+twitter,PS,f,,"Cdd17, Vice-Président de Conseil Départemental",a_morizio2017,"Candidate aux élections législatives de 2017 2ème circonscription Haute-Vienne, 1ère Vice-Présidente du département la Haute-Vienne @hautevienne_dep",,87,y,,,FALSE,,,,,,,
PS_2017-06-429,2017-06,no,Catherine BEAUBATIE,,PS,f,,"Cdd17, ",,,,87,y,,,FALSE,,,,,,,
PS_2017-06-430,2017-06,no,Martine FRANCOIS,,PS,f,,"Cdd17, ",,,,88,y,,,FALSE,,,,,,,
PS_2017-06-431,2017-06,no,Christine L'HEUREUX,,EELV,f,,"Cdd17, ",,,,88,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-432,2017-06,yes,Stessy SPEISSMANN,,PS,m,,"Cdd17, Maire",stessy2,Maire de Gérardmer,Gérardmer,88,y,,,TRUE,,,,,,,
PS_2017-06-433,2017-06,no,Christian FRANQUEVILLE,,PS,m,,"Cdd17, ",,,,88,y,,,FALSE,,,,,,,
PS_2017-06-434,2017-06,no,Maud NAVARRE,,DVG-PRG,f,,"Cdd17, ",,,,89,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-435,2017-06,yes,Elodie ROY,,DVG-PRG,f,,"Cdd17, Conseiller municipal, Conseiller communautaire",prg_yonne,"CCI Yonne : Responsable Apprentissage-Emploi PRG: Présidente 89, vice-pdte BFC et secrétaire nationale Auxerre: Conseillère municipale et communautaire",Yonne,89,y,"PRG, supported by PS",,TRUE,,,,,,,
PS_2017-06-436,2017-06,no,Dominique BOURREAU,,PS,m,,"Cdd17, ",,,villeneuve la guyard,89,y,supported by EELV and PRG,,FALSE,,,,,,,
PS_2017-06-437,2017-06,yes,Bastien FAUDOT,,DVG,m,,"Cdd17, Conseiller municipal, Conseiller départemental",bastienfaudot,Candidat aux législatives dans la 1ère circonscription du Territoire de Belfort - Élu de Belfort et du département - Porte parole national du MRC,Belfort,90,y,"MRC, supported by PS",,TRUE,,,,,,,
PS_2017-06-438,2017-06,yes,Maude CLAVEQUIN,,PS,f,,"Cdd17, Vice-Président de Conseil Régional",maudeclavequin,Vice-présidente de la Région Bourgogne-Franche-Comté,,90,y,,,TRUE,,,,,,,
PS_2017-06-439,2017-06,no,Patrick POLVERELLI,,EELV,m,,"Cdd17, ",,,,91,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-440,2017-06,yes,Michel POUZOL,,PS,m,,"Cdd17, Député",michelpouzol,Porte parole de Benoit Hamon. Député de la 3éme circonscription de l'Essonne,,91,y,,,TRUE,,,,,,,
PS_2017-06-441,2017-06,yes,Ophélie GUIN,,PS,f,,"Cdd17, Conseiller municipal",ophelieguin,Conseillère municipale à Villebon-sur-Yvette / Maître de conférence en mathématiques,Villebon-sur-Yvette,91,y,,,TRUE,,,,,,,
PS_2017-06-442,2017-06,yes,Maud OLIVIER,,PS,f,,"Cdd17, Député",oliviermaud,Deputée de la 5e circonscription de l'Essonne.,,91,y,,,TRUE,,,,,,,
PS_2017-06-443,2017-06,yes,Jérôme GUEDJ,,PS,m,,"Cdd17, Conseiller départemental",jeromeguedj,Conseiller départemental de l'Essonne,,91,y,,,TRUE,,,,,,,
PS_2017-06-444,2017-06,yes,Eva SAS,https://duckduckgo.com/?q=Eva+SAS+twitter,EELV,f,,"Cdd17, Député",evasasan,"Compte Twitter d'Eva SAS, Députée de la 7ème circonscript° de l'Essonne, VP de la Cion des Finances, membre d'Elu/es contre les Violences Faites aux Femmes",Savigny sur Orge,91,y,"EELV, supported by PS",,FALSE,,,,,,,
PS_2017-06-445,2017-06,no,Faten BEN AHMED,,PS,f,,"Cdd17, ",,,,91,y,,,FALSE,,,,,,,
PS_2017-06-446,2017-06,yes,Romain COLAS,,PS,m,,"Cdd17, Député, Maire",romaincolas,Maire de @VilledeBoussy - Député de l'Essonne (PS) #circo9109 - Président de l'UDESR 91,Boussy-Saint-Antoine,91,y,,,TRUE,,,,,,,
PS_2017-06-447,2017-06,yes,Thomas PUIJALON,,PS,m,,"Cdd17, Conseiller municipal",tpuijalon,candidat #législatives2017 #circo9210 #hamon2017 Conseiller municipal #Issy et GPSO. 1er SF adjoint PS 92,ssy-Les-Moulineaux,92,y,,,TRUE,,,,,,,
PS_2017-06-448,2017-06,yes,Alexis BACHELAY,,PS,m,,"Cdd17, Conseiller municipal",abachelay,Député des Hauts-de-Seine. Conseiller municipal à #Colombes. Porte-parole de la @GaucheForte. #Gennevilliers #VilleneuveLaGarenne,Colombes,92,y,,,TRUE,,,,,,,
PS_2017-06-449,2017-06,yes,Julie SOMMARUGA,,PS,f,,"Cdd17, Député",juliesommaruga,"Députée, candidate aux législative dans le 11e circonscription des Hauts-de-Seine #Bagneux #Malakoff #Montrouge #Circo9211 #Législatives2017",,92,y,,,TRUE,,,,,,,
PS_2017-06-450,2017-06,yes,Jean-Marc GERMAIN,,PS,m,,"Cdd17, Député",jmgermain,"Député des Hauts-de-Seine, Commission des Affaires Etrangères, #DèsDemain, @Reussir_ens",,92,y,,,TRUE,,,,,,,
PS_2017-06-451,2017-06,yes,Benjamin LANIER,,PS,m,,"Cdd17, ",benjaminlanier,"mari, père, Européen, Français #citoyen #Sceaux #Biarritz #LeHavre #PS #circo9213 #Chine",Sceaux,92,y,,,TRUE,,,,,,,
PS_2017-06-452,2017-06,no,Chantal BARTHELEMY RUIZ,,PS,f,,"Cdd17, ",,,,92,y,,,FALSE,,,,,,,
PS_2017-06-453,2017-06,yes,Isabelle DAHAN,,PS,f,,"Cdd17, Conseiller municipal",isabelledahan92,"Conseillère municipale Changeons d'èRe à Bois-Colombes, Avocate, candidate PS aux législatives #circo9203",Bois-Colombes,92,y,,,TRUE,,,,,,,
PS_2017-06-454,2017-06,yes,Habiba BIGDADE,,PS,m,,"Cdd17, ",habibabigdade,"Candidate aux élections législatives Nanterre- Suresnes, la justice au cœur de la transformation écologique, sociale et sociétale",Nanterre,92,y,,,TRUE,,,,,,,
PS_2017-06-455,2017-06,yes,Lies MESSATFA,,PS,m,,"Cdd17, ",liesmessatfa,Candidat à l'élection législative 2017 pour Clichy-Levallois | LE RENOUVEAU DE #CLICHY #LEVALLOIS #Circo9205 #LM2017,Levallois-Perret,92,y,,,TRUE,,,,,,,
PS_2017-06-456,2017-06,yes,Marie BRANNENS,,PS,f,,"Cdd17, ",mariebrannens,Candidate PS aux élections législatives 2017 - 6ème circonscription des Hauts-de-Seine (92) #CourbevoieSud #Neuilly #Puteaux #MaCircoEstBelle #Circo9206,Neuilly-sur-Seine,92,y,,,TRUE,,,,,,,
PS_2017-06-457,2017-06,yes,Vincent POIZAT,,EELV,m,,"Cdd17, ",vpoizat,Candidat aux élections législatives 2017 sur la 7è circonscription des Hauts de Seine. #agriculturebiologique #énergiesrenouvelables #démocratieparticipative, Rueil-Malmaison,92,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-458,2017-06,no,Françoise ROURE,,DVG-PRG,f,,"Cdd17, ",,,,92,y,"PRG, supported by PS",,FALSE,,,,,,,
PS_2017-06-459,2017-06,yes,Fabienne GAMBIEZ,,DVG,f,,"Cdd17, Conseiller municipal",fabiennegambiez,#Legislatives2017 #circo9209 #Boulogne #92 Conseillère Municipale #Démocrate #SocialeDemocrate #Ecologiste @UDE_FR @FrontDem,Boulogne,92,y,"UDE, supported by PS",,TRUE,,,,,,,
PS_2017-06-460,2017-06,yes,Daniel GOLDBERG,,PS,m,,"Cdd17, Député",goldbergdaniel,Député de Seine-Saint-Denis,Seine-Saint-Denis,93,y,,,TRUE,,,,,,,
PS_2017-06-461,2017-06,yes,Yannick TRIGANCE,,PS,m,,"Cdd17, Conseiller régional",yannicktrigance,"Conseiller régional d'IDF, Secrétaire national adjoint au Parti socialiste pour l'Education-Secrétaire federal93élection - #Education, #CRIDF, #Epinay sur Seine",Epinay-sur-Seine,93,y,,,TRUE,,,,,,,
Twitter,2017-06,yes,Yannick TRIGANCE,,PS,m,,"Cdd17, Conseiller régional",trig_bouam2017,"Parce que nous vous connaissons, Parce que vous nous connaissez, Les 11 et 18 juin 2017, à gauche, un binôme pour aller de l'avant pour vous",,93,y,,,TRUE,,,,,,,
PS_2017-06-462,2017-06,yes,Laurent CHANTRELLE,https://duckduckgo.com/?q=Laurent+CHANTRELLE+twitter,PS,m,,"Cdd17, Maire adjoint",chantrelle2017,Directeur d'école et Maire-adjoint socialiste candidat législatives 2017 11 circonscription 93,Sevran,93,y,,,FALSE,,,,,,,
PS_2017-06-463,2017-06,no,Samira BOUHOUT TAYEBI,,PS,f,,"Cdd17, ",,,,93,y,,,FALSE,,,,,,,
PS_2017-06-464,2017-06,yes,Mathieu HANOTIN,,PS,m,,"Cdd17, Député",mathieuhanotin,"Député, président du groupe socialistes, radicaux, gauche citoyenne @CG93fr chargé du sport et des grands événements.Élu de Saint-Denis/Pierrefitte/Villetaneuse",Saint-Denis,93,y,,,TRUE,,,,,,,
PS_2017-06-465,2017-06,yes,Emmanuelle COSSE,,DVG,f,,"Cdd17, ",emmacosse,"Écolo, féministe, amatrice de rugby, candidate aux #legislatives2017 en Seine-Saint-Denis #Circo9303, ancienne Ministre du Logement et de l'Habitat durable.",,93,y,"UDE, supported by PS",,TRUE,,,,,,,
PS_2017-06-466,2017-06,yes,Najia AMZAL,,PS,f,,"Cdd17, Maire adjoint",najiaamzal,"candidate aux élections départementales Stains, Saint-Denis 2",stains,93,y,,,TRUE,,,,,,,
PS_2017-06-467,2017-06,yes,Valérie MERY,,PS,f,,"Cdd17, Conseiller municipal",valfritzmery,"Le coeur et les idées à gauche. Socialiste je suis, socialiste je reste. Conseillère municipale d'opposition du Bourget, Secrétaire de la section socialiste.",le bourget,93,y,,,TRUE,,,,,,,
PS_2017-06-468,2017-06,yes,Elisabeth GUIGOU,,PS,f,,"Cdd17, Député, Ancien ministre",elisabethguigou,"Députée socialiste de la Seine-Saint-Denis (Aubervilliers, Pantin), Présidente de la Commission des Affaires étrangères de l'Assemblée nationale.",aubervilliers,93,y,,,TRUE,,,,,,,
PS_2017-06-469,2017-06,yes,Razzy HAMMADI,,PS,m,,"Cdd17, Député",rhammadi,Député de Seine-Saint-Denis (Montreuil-Bagnolet). Porte Parole du Parti Socialiste http://facebook.com/rhammadi  https://www.instagram.com/razzyhammadi/ ,montreuil,93,y,,,TRUE,,,,,,,
PS_2017-06-470,2017-06,yes,Elisabeth POCHON,,PS,f,,"Cdd17, Député, Conseiller municipal",elisabethpochon,"Députée de Seine-Saint-Denis (Rosny-sous-Bois, Gagny, Villemomble), candidate aux #législatives2017 avec @me_rezki #Circo9308 #Pochon2017",Villemomble,93,y,,,TRUE,,,,,,,
PS_2017-06-471,2017-06,yes,Daniel GUIRAUD,,PS,m,,"Cdd17, Maire, Vice-Président de Communauté d'Agglomération, Vice-Président de Conseil Départemental",daniel_guiraud,Maire des Lilas - 1er Vice-président de Paris Métropole - 1er Vice-président du Conseil Départemental de Seine Saint Denis,les lilas,93,y,,,TRUE,,,,,,,
PS_2017-06-472,2017-06,yes,Jean Luc LAURENT,,DVG,m,,"Cdd17, Député, Conseiller municipal",jluc_laurent,"Compte officiel de Jean-Luc Laurent, Député du Val-de-Marne et Président du @MRC_France.",le kremlin-bicêtre,94,y,"MRC, supported by PS",,TRUE,,,,,,,
PS_2017-06-473,2017-06,yes,Olivier PLACE,,PS,m,,"Cdd17, Maire adjoint",olivier_place,Candidat @partisocialiste aux élections législatives dans la 1ère circonscription du Val-de-Marne Adjoint au maire de Créteil,créteil,94,y,,,TRUE,,,,,,,
PS_2017-06-474,2017-06,yes,Hélène DE COMARMOND,,PS,f,,"Cdd17, Vice-Président de Conseil Départemental, Maire adjoint",hdecomarmond,Vice-présidente du Département du @val_de_marne en charge de l'environnement et des espaces verts. Première adjointe au maire de #Cachan,cachan,94,y,,,TRUE,,,,,,,
PS_2017-06-475,2017-06,yes,Axel URGIN,https://duckduckgo.com/?q=Axel+URGIN+twitter,PS,m,,"Cdd17, Maire adjoint",axelurgin,,créteil,94,y,,,FALSE,,,,,,,
PS_2017-06-476,2017-06,yes,Corinne NARASSIGUIN,,PS,f,,"Cdd17, ",corinnenara,Porte-parole du @partisocialiste,paris,94,y,,,TRUE,,,,,,,
PS_2017-06-477,2017-06,yes,Zakaria ZAIDANE,,PS,m,,"Cdd17, Conseiller municipal",zakariazaidane,Candidat #PS aux #législatives 2017 4eme #circonscription du #ValdeMarne #conseiller municipal #laqueueenbrie,la queue en brie,94,y,,,TRUE,,,,,,,
PS_2017-06-478,2017-06,yes,Caroline ADOMO,,PS,f,,"Cdd17, Maire adjoint",carolineadomo,2e Maire-Adjointe à Champigny - Conseillère territoriale PEMB - Collaboratrice parlementaire au Sénat - 3e VP Smitdvum - Environnement - Politique de la Ville,champigny,94,y,,,TRUE,,,,,,,
PS_2017-06-479,2017-06,yes,Laurence ABEILLE,,EELV,f,,"Cdd17, Député",laurenceabeille,"Députée du Val de Marne et candidate aux #Législatives2017 #Circo9406 Fontenay-ss-Bois, Vincennes, Saint-Mandé. Militante de l'écologie politique. #Abeille2017",fontenay-sous-bois,94,y,"EELV, supported by PS",,TRUE,,,,,,,
PS_2017-06-480,2017-06,no,Jean-Jacques UM,,PS,m,,"Cdd17, ",,,,94,y,,,FALSE,,,,,,,
PS_2017-06-481,2017-06,yes,Sophie GALLAIS,,PS,f,,"Cdd17, Conseiller municipal",sophie_gallais,,maisons alfort,94,y,,,TRUE,,,,,,,
PS_2017-06-482,2017-06,yes,Luc CARVOUNAS,,PS,m,,"Cdd17, Maire, Sénateur, Vice-Président de Communauté d'Agglomération",luccarvounas,Maire d'@Alfortville_94 - Sénateur du Val-de-Marne @senateursps - VP @GrandParisMGP - SN aux relations exterieures - membre du BN @partisocialiste,alfortville,94,y,,,TRUE,,,,,,,
